# pos	SRR10903401-20200102	SRR10903402-20200102
8679	82	332
8680	81	331
8681	81	329
8682	80	330
8683	80	328
8684	80	324
8685	81	323
8686	81	323
8687	82	324
8688	83	322
8689	82	320
8690	82	320
8691	82	321
8692	81	318
8693	80	318
8694	80	318
8695	80	319
8696	80	317
8697	79	312
8698	78	310
8699	78	311
8700	80	313
8701	81	314
8702	81	312
8703	81	311
8704	81	311
8705	80	306
8706	80	306
8707	80	306
8708	80	307
8709	81	306
8710	83	307
8711	85	306
8712	87	308
8713	86	306
8714	85	302
8715	85	302
8716	85	302
8717	85	302
8718	84	304
8719	86	304
8720	86	301
8721	86	297
8722	87	291
8723	87	290
8724	87	290
8725	85	289
8726	84	285
8727	85	285
8728	85	283
8729	85	282
8730	85	280
8731	84	280
8732	85	279
8733	83	277
8734	83	274
8735	82	275
8736	81	274
8737	82	274
8738	83	275
8739	83	276
8740	82	277
8741	82	280
8742	82	285
8743	82	284
8744	85	287
8745	84	290
8746	82	292
8747	85	292
8748	86	279
8749	85	278
8750	84	280
8751	86	280
8752	85	276
8753	84	269
8754	83	265
8755	80	260
8756	80	262
8757	79	260
8758	78	260
8759	77	250
8760	74	247
8761	73	248
8762	74	249
8763	75	247
8764	73	244
8765	73	242
8766	73	241
8767	72	244
8768	72	242
8769	73	242
8770	72	237
8771	71	231
8772	72	234
8773	73	236
8774	74	235
8775	74	237
8776	74	235
8777	73	235
8778	74	231
8779	73	229
8780	73	231
8781	72	229
8782	72	226
8783	72	222
8784	72	222
8785	72	219
8786	72	219
8787	76	219
8788	77	220
8789	77	218
8790	77	220
8791	77	223
8792	77	222
8793	77	226
8794	76	223
8795	76	226
8796	75	228
8797	75	226
8798	75	222
8799	75	223
8800	76	226
8801	75	227
8802	77	227
8803	80	225
8804	80	223
8805	81	227
8806	81	228
8807	81	226
8808	81	227
8809	79	226
8810	77	224
8811	76	227
8812	76	228
8813	76	225
8814	77	228
8815	78	233
8816	80	233
8817	80	233
8818	81	234
8819	82	235
8820	82	235
8821	82	235
8822	83	237
8823	84	236
8824	83	236
8825	83	235
8826	82	238
8827	82	239
8828	82	242
8829	81	241
8830	79	244
8831	80	243
8832	80	241
8833	80	239
8834	79	239
8835	77	239
8836	75	238
8837	74	236
8838	73	234
8839	73	233
8840	73	234
8841	73	231
8842	73	228
8843	73	230
8844	73	229
8845	73	229
8846	70	229
8847	70	227
8848	70	228
8849	70	229
8850	70	229
8851	69	227
8852	68	226
8853	67	226
8854	67	226
8855	67	227
8856	68	227
8857	68	225
8858	68	226
8859	68	225
8860	68	225
8861	68	221
8862	68	223
8863	67	224
8864	66	223
8865	66	223
8866	66	224
8867	66	224
8868	66	224
8869	66	223
8870	66	223
8871	65	223
8872	65	224
8873	65	223
8874	64	223
8875	65	226
8876	66	225
8877	66	223
8878	64	221
8879	64	218
8880	64	212
8881	64	211
8882	64	209
8883	63	208
8884	62	208
8885	62	207
8886	61	207
8887	60	208
8888	60	208
8889	61	203
8890	62	201
8891	62	199
8892	62	195
8893	62	194
8894	59	191
8895	59	187
8896	62	188
8897	61	187
8898	57	187
8899	54	187
8900	53	189
8901	54	183
8902	54	183
8903	54	185
8904	53	184
8905	53	183
8906	55	184
8907	55	183
8908	55	183
8909	57	185
8910	57	186
8911	58	185
8912	57	182
8913	57	180
8914	57	179
8915	56	179
8916	56	179
8917	53	178
8918	52	177
8919	53	176
8920	54	177
8921	54	181
8922	54	180
8923	52	180
8924	51	179
8925	50	178
8926	49	178
8927	49	182
8928	50	184
8929	51	187
8930	55	189
8931	56	186
8932	57	185
8933	57	186
8934	57	186
8935	57	185
8936	57	184
8937	58	180
8938	58	180
8939	59	180
8940	59	183
8941	60	187
8942	62	185
8943	62	181
8944	63	176
8945	63	171
8946	63	169
8947	63	169
8948	63	171
8949	62	169
8950	62	170
8951	63	170
8952	63	169
8953	62	171
8954	61	171
8955	61	168
8956	59	166
8957	58	168
8958	58	164
8959	58	162
8960	58	159
8961	58	156
8962	58	153
8963	60	152
8964	60	156
8965	59	154
8966	58	149
8967	56	145
8968	57	145
8969	56	143
8970	55	145
8971	56	147
8972	57	147
8973	57	146
8974	57	148
8975	58	146
8976	58	147
8977	58	148
8978	57	147
8979	58	146
8980	58	145
8981	58	145
8982	58	145
8983	59	145
8984	59	144
8985	59	141
8986	60	141
8987	60	142
8988	60	143
8989	59	143
8990	58	142
8991	58	140
8992	57	138
8993	57	137
8994	58	137
8995	58	137
8996	58	136
8997	58	136
8998	58	135
8999	59	136
9000	60	138
9001	60	140
9002	60	142
9003	60	143
9004	60	143
9005	60	143
9006	61	145
9007	61	147
9008	61	147
9009	62	149
9010	62	149
9011	62	146
9012	61	147
9013	62	148
9014	61	147
9015	61	148
9016	61	148
9017	61	148
9018	60	148
9019	61	148
9020	62	149
9021	63	147
9022	64	147
9023	63	147
9024	63	149
9025	63	149
9026	61	149
9027	60	152
9028	60	151
9029	60	153
9030	59	150
9031	58	148
9032	58	145
9033	58	143
9034	58	143
9035	58	141
9036	58	140
9037	58	140
9038	57	139
9039	56	139
9040	57	141
9041	57	146
9042	57	144
9043	58	145
9044	58	145
9045	59	148
9046	56	147
9047	56	146
9048	57	147
9049	55	146
9050	56	146
9051	55	146
9052	55	146
9053	54	143
9054	54	144
9055	54	142
9056	54	142
9057	56	142
9058	57	142
9059	57	143
9060	54	142
9061	55	142
9062	54	142
9063	54	141
9064	54	141
9065	54	139
9066	54	138
9067	54	135
9068	53	134
9069	53	133
9070	52	130
9071	51	127
9072	51	126
9073	50	128
9074	49	125
9075	49	123
9076	50	125
9077	50	127
9078	51	126
9079	48	121
9080	47	118
9081	46	118
9082	46	117
9083	47	119
9084	47	117
9085	47	117
9086	47	118
9087	47	121
9088	47	122
9089	46	124
9090	46	124
9091	47	125
9092	46	125
9093	46	125
9094	46	130
9095	44	130
9096	44	130
9097	44	132
9098	47	137
9099	47	138
9100	46	137
9101	45	134
9102	45	129
9103	45	127
9104	44	129
9105	42	128
9106	43	130
9107	43	132
9108	43	128
9109	43	127
9110	43	127
9111	43	127
9112	43	127
9113	42	127
9114	42	125
9115	42	124
9116	42	123
9117	42	125
9118	41	122
9119	39	121
9120	39	123
9121	39	123
9122	39	123
9123	38	124
9124	37	125
9125	37	125
9126	37	127
9127	37	127
9128	38	127
9129	38	126
9130	38	127
9131	38	127
9132	38	128
9133	38	128
9134	38	127
9135	38	127
9136	37	131
9137	36	129
9138	36	129
9139	36	129
9140	35	133
9141	38	133
9142	35	133
9143	35	135
9144	32	135
9145	31	135
9146	31	135
9147	31	137
9148	31	138
9149	31	141
9150	31	141
9151	31	143
9152	31	142
9153	30	141
9154	31	140
9155	32	139
9156	33	140
9157	33	137
9158	33	135
9159	31	135
9160	32	135
9161	32	136
9162	32	136
9163	31	136
9164	32	137
9165	33	135
9166	33	135
9167	34	135
9168	34	135
9169	34	134
9170	34	134
9171	34	137
9172	34	138
9173	33	137
9174	33	136
9175	33	136
9176	33	136
9177	33	137
9178	33	138
9179	33	139
9180	33	139
9181	34	139
9182	34	141
9183	34	142
9184	34	139
9185	34	139
9186	34	141
9187	34	140
9188	36	135
9189	36	135
9190	36	136
9191	35	134
9192	35	129
9193	35	129
9194	34	129
9195	33	126
9196	32	128
9197	31	126
9198	31	127
9199	31	129
9200	31	129
9201	30	129
9202	30	132
9203	31	131
9204	31	132
9205	32	133
9206	32	135
9207	32	137
9208	32	138
9209	31	141
9210	31	140
9211	31	141
9212	30	139
9213	31	144
9214	31	146
9215	31	146
9216	31	148
9217	31	148
9218	31	151
9219	31	151
9220	31	152
9221	31	152
9222	33	151
9223	34	151
9224	34	153
9225	34	153
9226	34	152
9227	32	151
9228	32	152
9229	32	153
9230	32	156
9231	32	157
9232	32	159
9233	32	155
9234	30	152
9235	30	149
9236	30	149
9237	29	148
9238	30	147
9239	30	145
9240	30	145
9241	30	145
9242	29	144
9243	29	143
9244	29	142
9245	29	143
9246	29	143
9247	30	144
9248	30	143
9249	27	141
9250	27	141
9251	27	143
9252	27	145
9253	27	146
9254	28	148
9255	28	150
9256	29	152
9257	28	151
9258	28	149
9259	29	150
9260	29	153
9261	28	153
9262	28	152
9263	28	153
9264	28	154
9265	26	156
9266	27	157
9267	28	158
9268	29	158
9269	29	159
9270	30	156
9271	31	158
9272	31	161
9273	32	163
9274	32	163
9275	32	163
9276	32	164
9277	34	165
9278	34	165
9279	33	165
9280	33	164
9281	35	164
9282	35	163
9283	35	166
9284	35	168
9285	34	166
9286	34	161
9287	35	160
9288	35	158
9289	35	158
9290	34	156
9291	32	153
9292	33	154
9293	33	156
9294	36	155
9295	36	156
9296	36	154
9297	36	155
9298	36	154
9299	36	154
9300	38	156
9301	38	158
9302	39	154
9303	39	153
9304	39	153
9305	39	154
9306	39	154
9307	38	154
9308	38	155
9309	37	155
9310	36	155
9311	36	154
9312	37	155
9313	37	157
9314	38	157
9315	38	160
9316	38	163
9317	39	166
9318	39	167
9319	39	167
9320	40	169
9321	40	169
9322	41	171
9323	41	172
9324	41	173
9325	41	174
9326	41	176
9327	41	176
9328	41	176
9329	41	178
9330	41	177
9331	41	175
9332	40	180
9333	40	182
9334	41	184
9335	42	184
9336	42	186
9337	42	186
9338	42	186
9339	41	186
9340	41	186
9341	41	187
9342	42	188
9343	42	189
9344	42	189
9345	43	191
9346	43	193
9347	43	196
9348	43	197
9349	43	197
9350	43	197
9351	44	198
9352	45	198
9353	45	195
9354	45	195
9355	44	201
9356	43	202
9357	43	206
9358	42	208
9359	41	209
9360	41	209
9361	41	216
9362	41	216
9363	41	216
9364	40	215
9365	41	215
9366	40	218
9367	39	215
9368	39	216
9369	39	213
9370	39	214
9371	39	213
9372	39	212
9373	38	216
9374	38	216
9375	38	217
9376	38	218
9377	38	219
9378	38	220
9379	38	223
9380	38	223
9381	38	223
9382	38	222
9383	38	221
9384	38	221
9385	38	222
9386	39	226
9387	40	229
9388	40	229
9389	39	231
9390	40	232
9391	40	231
9392	40	233
9393	40	234
9394	40	235
9395	40	236
9396	40	233
9397	41	233
9398	41	237
9399	41	239
9400	41	238
9401	42	238
9402	42	237
9403	43	237
9404	43	237
9405	42	234
9406	42	233
9407	41	232
9408	42	236
9409	42	236
9410	40	236
9411	40	237
9412	40	237
9413	40	237
9414	40	236
9415	40	235
9416	40	236
9417	38	237
9418	36	237
9419	35	235
9420	35	237
9421	36	238
9422	35	235
9423	34	231
9424	34	233
9425	35	233
9426	35	233
9427	35	234
9428	35	236
9429	35	237
9430	35	237
9431	35	237
9432	33	237
9433	35	239
9434	35	242
9435	34	240
9436	33	241
9437	34	242
9438	33	243
9439	33	243
9440	33	243
9441	31	243
9442	31	241
9443	31	241
9444	31	243
9445	31	244
9446	32	243
9447	33	244
9448	32	240
9449	32	242
9450	33	241
9451	32	239
9452	32	236
9453	33	238
9454	35	239
9455	34	240
9456	34	240
9457	35	240
9458	35	237
9459	35	237
9460	34	237
9461	34	237
9462	34	236
9463	33	237
9464	33	236
9465	34	239
9466	33	233
9467	33	230
9468	33	227
9469	33	220
9470	33	217
9471	33	214
9472	33	215
9473	32	211
9474	32	211
9475	32	212
9476	33	213
9477	33	213
9478	33	212
9479	34	214
9480	34	214
9481	34	214
9482	36	207
9483	36	203
9484	36	200
9485	33	197
9486	32	193
9487	34	190
9488	34	189
9489	36	192
9490	36	191
9491	36	190
9492	35	188
9493	35	188
9494	35	190
9495	35	192
9496	35	191
9497	35	187
9498	35	183
9499	35	183
9500	35	179
9501	35	177
9502	37	176
9503	37	177
9504	37	176
9505	37	176
9506	37	172
9507	37	171
9508	37	168
9509	38	167
9510	38	168
9511	38	169
9512	38	164
9513	38	163
9514	38	162
9515	36	162
9516	35	160
9517	35	156
9518	38	156
9519	38	156
9520	38	153
9521	38	152
9522	38	151
9523	38	152
9524	38	152
9525	39	153
9526	39	152
9527	38	152
9528	38	151
9529	38	150
9530	38	147
9531	38	149
9532	38	148
9533	38	147
9534	38	147
9535	38	149
9536	38	147
9537	38	146
9538	38	144
9539	38	145
9540	37	142
9541	38	140
9542	38	140
9543	36	141
9544	36	142
9545	37	142
9546	37	139
9547	37	138
9548	36	139
9549	36	134
9550	36	131
9551	36	131
9552	35	131
9553	35	131
9554	35	127
9555	35	127
9556	35	127
9557	36	126
9558	35	122
9559	35	122
9560	35	121
9561	35	120
9562	35	119
9563	35	119
9564	35	119
9565	35	120
9566	35	118
9567	36	115
9568	36	113
9569	35	114
9570	35	113
9571	35	114
9572	35	115
9573	35	117
9574	35	116
9575	35	113
9576	34	110
9577	32	105
9578	32	103
9579	32	102
9580	32	101
9581	32	100
9582	33	100
9583	33	100
9584	33	98
9585	33	99
9586	33	98
9587	33	99
9588	32	99
9589	32	98
9590	32	100
9591	31	104
9592	30	104
9593	30	101
9594	30	100
9595	31	103
9596	31	105
9597	31	105
9598	31	104
9599	31	100
9600	31	100
9601	30	99
9602	30	99
9603	29	97
9604	28	96
9605	28	97
9606	29	96
9607	30	95
9608	31	95
9609	32	96
9610	32	97
9611	32	94
9612	31	95
9613	31	95
9614	31	94
9615	32	94
9616	31	94
9617	30	95
9618	29	94
9619	29	93
9620	29	93
9621	29	94
9622	30	97
9623	29	98
9624	29	98
9625	30	100
9626	29	97
9627	29	97
9628	29	97
9629	28	96
9630	28	96
9631	28	94
9632	28	94
9633	27	96
9634	27	98
9635	27	99
9636	25	97
9637	25	96
9638	25	91
9639	25	89
9640	26	89
9641	26	89
9642	26	89
9643	27	89
9644	27	87
9645	27	87
9646	27	87
9647	27	88
9648	27	88
9649	27	88
9650	27	87
9651	27	87
9652	27	86
9653	25	85
9654	25	84
9655	25	84
9656	25	86
9657	25	87
9658	25	90
9659	25	91
9660	24	92
9661	25	92
9662	25	92
9663	26	92
9664	26	92
9665	26	92
9666	26	91
9667	26	90
9668	26	95
9669	23	95
9670	23	95
9671	23	96
9672	23	97
9673	23	99
9674	22	99
9675	22	100
9676	23	103
9677	23	104
9678	26	107
9679	26	108
9680	27	109
9681	27	109
9682	28	110
9683	28	107
9684	28	105
9685	28	108
9686	28	108
9687	29	110
9688	29	111
9689	31	111
9690	33	111
9691	33	110
9692	34	113
9693	34	110
9694	34	109
9695	34	111
9696	33	111
9697	33	113
9698	33	114
9699	32	114
9700	33	114
9701	33	115
9702	34	118
9703	34	123
9704	34	128
9705	32	128
9706	34	129
9707	34	130
9708	33	131
9709	35	135
9710	35	137
9711	35	139
9712	34	139
9713	34	140
9714	34	142
9715	35	141
9716	35	140
9717	35	141
9718	35	142
9719	35	145
9720	36	149
9721	36	152
9722	37	155
9723	38	158
9724	38	162
9725	38	163
9726	39	165
9727	41	167
9728	41	168
9729	41	169
9730	41	172
9731	41	175
9732	41	177
9733	40	177
9734	40	179
9735	40	177
9736	40	176
9737	40	178
9738	40	177
9739	40	177
9740	40	178
9741	40	177
9742	42	177
9743	43	178
9744	43	181
9745	43	182
9746	42	182
9747	41	185
9748	42	184
9749	44	186
9750	44	186
9751	44	186
9752	44	186
9753	44	187
9754	44	187
9755	44	187
9756	45	187
9757	45	187
9758	45	187
9759	42	184
9760	42	184
9761	43	181
9762	43	180
9763	43	180
9764	44	180
9765	44	184
9766	43	184
9767	44	183
9768	44	184
9769	45	188
9770	45	190
9771	45	191
9772	45	192
9773	46	189
9774	46	192
9775	46	193
9776	45	192
9777	46	193
9778	46	194
9779	47	196
9780	48	195
9781	48	194
9782	49	195
9783	50	199
9784	51	198
9785	52	199
9786	52	200
9787	53	200
9788	54	202
9789	57	206
9790	60	208
9791	59	208
9792	59	206
9793	61	206
9794	62	209
9795	62	207
9796	63	210
9797	66	211
9798	66	213
9799	66	213
9800	67	215
9801	67	216
9802	67	219
9803	67	219
9804	67	220
9805	67	224
9806	67	227
9807	68	226
9808	68	225
9809	68	224
9810	65	222
9811	66	222
9812	67	224
9813	69	225
9814	70	226
9815	70	230
9816	69	233
9817	69	237
9818	69	235
9819	71	236
9820	72	234
9821	72	232
9822	72	232
9823	72	229
9824	72	229
9825	71	230
9826	71	230
9827	70	224
9828	71	220
9829	69	214
9830	69	211
9831	68	210
9832	67	211
9833	67	211
9834	67	211
9835	67	207
9836	67	203
9837	67	204
9838	66	207
9839	66	206
9840	67	204
9841	69	203
9842	69	201
9843	65	204
9844	65	203
9845	65	203
9846	65	202
9847	65	201
9848	65	198
9849	65	197
9850	65	197
9851	65	197
9852	65	199
9853	64	202
9854	64	205
9855	64	205
9856	63	204
9857	60	206
9858	60	208
9859	60	208
9860	59	207
9861	60	208
9862	60	209
9863	61	209
9864	61	208
9865	62	209
9866	62	210
9867	63	212
9868	64	213
9869	64	214
9870	64	212
9871	65	211
9872	64	223
9873	63	221
9874	63	219
9875	65	220
9876	65	229
9877	66	229
9878	65	227
9879	67	235
9880	69	234
9881	69	235
9882	69	234
9883	69	235
9884	69	238
9885	70	240
9886	70	241
9887	70	243
9888	70	246
9889	72	251
9890	75	255
9891	77	254
9892	77	263
9893	76	262
9894	78	270
9895	82	270
9896	85	275
9897	85	274
9898	85	273
9899	83	275
9900	84	277
9901	89	279
9902	91	280
9903	96	284
9904	96	291
9905	96	292
9906	97	297
9907	95	296
9908	95	296
9909	95	296
9910	96	302
9911	97	303
9912	101	309
9913	103	313
9914	107	316
9915	109	323
9916	109	326
9917	109	328
9918	111	334
9919	111	339
9920	110	337
9921	110	337
9922	111	339
9923	110	337
9924	108	337
9925	107	336
9926	108	335
9927	109	338
9928	108	337
9929	110	337
9930	109	335
9931	108	338
9932	108	342
9933	106	341
9934	105	340
9935	103	342
9936	103	344
9937	104	346
9938	104	348
9939	100	354
9940	99	354
9941	98	355
9942	98	357
9943	97	355
9944	96	354
9945	95	354
9946	97	352
9947	95	363
9948	94	364
9949	93	366
9950	93	365
9951	94	366
9952	95	370
9953	95	374
9954	93	376
9955	93	382
9956	94	387
9957	94	393
9958	94	401
9959	96	407
9960	97	410
9961	98	411
9962	100	418
9963	101	424
9964	102	421
9965	102	421
9966	102	420
9967	102	422
9968	102	420
9969	102	419
9970	100	416
9971	100	410
9972	100	412
9973	102	419
9974	101	428
9975	101	427
9976	103	430
9977	103	433
9978	103	435
9979	102	440
9980	103	438
9981	105	440
9982	106	445
9983	106	448
9984	106	450
9985	105	449
9986	105	452
9987	107	452
9988	108	453
9989	108	451
9990	107	452
9991	106	454
9992	107	457
9993	107	456
9994	107	454
9995	107	452
9996	107	453
9997	107	453
9998	107	455
9999	107	460
10000	108	462
10001	108	458
10002	108	457
10003	110	458
10004	111	458
10005	111	458
10006	111	465
10007	113	465
10008	113	469
10009	112	468
10010	113	469
10011	114	472
10012	115	483
10013	117	481
10014	119	485
10015	119	482
10016	116	480
10017	114	475
10018	113	472
10019	114	482
10020	114	481
10021	114	480
10022	113	486
10023	111	482
10024	110	479
10025	111	483
10026	110	489
10027	110	486
10028	110	491
10029	109	495
10030	108	497
10031	106	497
10032	106	493
10033	109	497
10034	109	492
10035	112	496
10036	112	496
10037	113	497
10038	113	501
10039	113	501
10040	113	503
10041	112	503
10042	111	508
10043	111	496
10044	112	495
10045	113	500
10046	114	506
10047	115	513
10048	118	519
10049	117	521
10050	117	523
10051	112	523
10052	110	520
10053	110	517
10054	110	516
10055	109	516
10056	109	517
10057	108	520
10058	109	523
10059	110	525
10060	111	528
10061	114	532
10062	115	536
10063	112	537
10064	110	534
10065	107	530
10066	106	526
10067	104	517
10068	104	512
10069	104	508
10070	104	508
10071	104	508
10072	104	506
10073	103	508
10074	103	507
10075	103	509
10076	103	511
10077	103	513
10078	103	515
10079	101	515
10080	101	516
10081	101	515
10082	103	515
10083	105	523
10084	107	529
10085	107	532
10086	107	521
10087	109	519
10088	109	514
10089	108	509
10090	108	511
10091	110	516
10092	111	518
10093	112	516
10094	111	520
10095	111	525
10096	112	527
10097	113	522
10098	113	517
10099	114	519
10100	115	520
10101	115	520
10102	115	521
10103	114	520
10104	114	526
10105	114	530
10106	114	533
10107	113	523
10108	116	519
10109	116	517
10110	114	511
10111	113	511
10112	114	508
10113	113	504
10114	113	500
10115	113	492
10116	117	497
10117	117	502
10118	117	509
10119	117	511
10120	118	515
10121	118	514
10122	119	505
10123	120	505
10124	120	506
10125	121	500
10126	121	495
10127	120	493
10128	120	490
10129	120	492
10130	121	496
10131	122	495
10132	122	493
10133	123	495
10134	123	499
10135	123	501
10136	123	502
10137	122	500
10138	123	500
10139	122	505
10140	122	508
10141	122	507
10142	122	508
10143	123	513
10144	122	520
10145	122	523
10146	123	534
10147	123	535
10148	123	532
10149	122	536
10150	121	539
10151	122	547
10152	122	550
10153	122	553
10154	120	552
10155	121	549
10156	121	549
10157	120	541
10158	119	543
10159	119	542
10160	121	547
10161	120	545
10162	120	544
10163	117	537
10164	113	533
10165	113	529
10166	114	536
10167	111	538
10168	112	539
10169	112	540
10170	113	534
10171	112	526
10172	112	525
10173	111	523
10174	111	516
10175	112	515
10176	110	514
10177	110	518
10178	110	518
10179	112	514
10180	114	515
10181	115	518
10182	113	520
10183	114	518
10184	117	522
10185	120	526
10186	119	523
10187	118	523
10188	119	522
10189	117	521
10190	118	528
10191	118	528
10192	118	529
10193	116	526
10194	116	524
10195	116	524
10196	118	523
10197	118	520
10198	118	519
10199	118	514
10200	118	516
10201	120	509
10202	120	507
10203	118	507
10204	116	507
10205	117	512
10206	117	512
10207	117	509
10208	117	507
10209	114	504
10210	114	508
10211	112	505
10212	110	502
10213	111	499
10214	111	497
10215	111	497
10216	110	498
10217	109	498
10218	109	496
10219	109	493
10220	108	489
10221	108	486
10222	110	485
10223	111	486
10224	111	486
10225	110	487
10226	111	490
10227	110	491
10228	110	492
10229	110	494
10230	110	492
10231	112	496
10232	112	494
10233	109	490
10234	109	487
10235	106	482
10236	106	479
10237	105	479
10238	105	473
10239	106	468
10240	106	470
10241	106	471
10242	105	475
10243	106	475
10244	107	471
10245	107	471
10246	106	467
10247	104	471
10248	105	470
10249	105	473
10250	105	474
10251	105	475
10252	105	476
10253	105	478
10254	107	486
10255	107	478
10256	107	473
10257	107	471
10258	104	467
10259	103	461
10260	103	461
10261	107	463
10262	106	463
10263	107	462
10264	107	465
10265	106	465
10266	105	457
10267	104	459
10268	103	456
10269	104	452
10270	106	456
10271	105	455
10272	105	458
10273	107	459
10274	106	459
10275	106	452
10276	106	453
10277	106	453
10278	105	452
10279	106	451
10280	107	449
10281	104	450
10282	104	454
10283	107	459
10284	108	454
10285	109	457
10286	109	459
10287	108	463
10288	108	465
10289	109	460
10290	111	458
10291	110	456
10292	111	451
10293	110	450
10294	109	454
10295	107	447
10296	107	445
10297	108	449
10298	108	449
10299	111	452
10300	114	464
10301	112	458
10302	113	456
10303	111	454
10304	111	451
10305	110	457
10306	109	457
10307	109	462
10308	111	473
10309	112	476
10310	110	474
10311	109	479
10312	109	476
10313	108	475
10314	108	473
10315	108	474
10316	109	478
10317	108	478
10318	109	479
10319	109	478
10320	108	483
10321	109	483
10322	110	489
10323	110	504
10324	109	508
10325	109	510
10326	107	516
10327	108	519
10328	108	518
10329	108	518
10330	107	512
10331	106	514
10332	104	508
10333	104	512
10334	101	518
10335	100	518
10336	96	512
10337	96	510
10338	97	510
10339	97	513
10340	97	514
10341	97	520
10342	96	523
10343	94	519
10344	94	519
10345	96	512
10346	95	509
10347	94	506
10348	93	508
10349	92	506
10350	94	509
10351	94	512
10352	94	512
10353	94	514
10354	97	527
10355	97	528
10356	96	537
10357	97	542
10358	97	543
10359	97	544
10360	97	553
10361	98	556
10362	101	567
10363	103	578
10364	104	580
10365	104	586
10366	107	595
10367	108	596
10368	109	595
10369	111	595
10370	111	597
10371	110	599
10372	108	606
10373	107	617
10374	107	617
10375	107	609
10376	107	607
10377	106	604
10378	106	604
10379	106	602
10380	106	598
10381	106	595
10382	105	591
10383	106	592
10384	104	606
10385	104	603
10386	104	606
10387	104	609
10388	105	617
10389	106	625
10390	109	634
10391	110	636
10392	109	632
10393	109	633
10394	111	642
10395	111	645
10396	110	648
10397	109	649
10398	110	650
10399	110	657
10400	114	656
10401	114	657
10402	116	665
10403	118	677
10404	119	685
10405	118	680
10406	120	690
10407	121	698
10408	122	692
10409	119	689
10410	119	689
10411	119	689
10412	120	691
10413	121	694
10414	122	701
10415	122	706
10416	122	706
10417	122	710
10418	121	712
10419	122	716
10420	122	716
10421	119	721
10422	119	724
10423	120	728
10424	121	729
10425	123	738
10426	124	745
10427	124	748
10428	122	754
10429	123	759
10430	122	760
10431	122	766
10432	123	761
10433	121	753
10434	121	748
10435	121	751
10436	121	749
10437	123	756
10438	124	756
10439	127	763
10440	128	767
10441	129	764
10442	129	765
10443	128	766
10444	128	768
10445	128	771
10446	129	770
10447	127	769
10448	127	769
10449	123	766
10450	121	756
10451	122	747
10452	122	750
10453	122	751
10454	124	757
10455	123	760
10456	122	753
10457	125	746
10458	123	736
10459	123	736
10460	125	731
10461	125	733
10462	126	731
10463	126	730
10464	127	734
10465	127	738
10466	127	731
10467	125	728
10468	128	728
10469	131	726
10470	131	729
10471	130	725
10472	132	733
10473	130	728
10474	131	725
10475	131	730
10476	132	732
10477	135	732
10478	134	725
10479	134	724
10480	136	728
10481	139	731
10482	140	733
10483	141	737
10484	142	743
10485	142	739
10486	141	740
10487	141	743
10488	146	760
10489	147	765
10490	146	763
10491	148	761
10492	149	759
10493	149	756
10494	152	767
10495	155	773
10496	156	777
10497	158	777
10498	159	787
10499	159	780
10500	160	787
10501	160	793
10502	159	792
10503	159	788
10504	160	783
10505	161	779
10506	163	777
10507	164	768
10508	163	759
10509	163	758
10510	164	761
10511	163	759
10512	161	758
10513	157	762
10514	154	755
10515	154	755
10516	156	759
10517	153	759
10518	152	765
10519	152	766
10520	152	775
10521	154	783
10522	155	789
10523	158	788
10524	158	792
10525	157	795
10526	159	802
10527	160	810
10528	162	821
10529	165	834
10530	168	845
10531	170	872
10532	170	884
10533	170	874
10534	170	878
10535	175	887
10536	177	896
10537	177	901
10538	178	908
10539	178	911
10540	181	922
10541	183	921
10542	193	920
10543	195	924
10544	194	920
10545	194	917
10546	195	927
10547	198	941
10548	200	949
10549	198	953
10550	196	951
10551	201	948
10552	201	952
10553	200	951
10554	198	947
10555	197	953
10556	198	955
10557	196	951
10558	194	945
10559	193	944
10560	194	947
10561	196	948
10562	198	947
10563	198	941
10564	198	942
10565	202	951
10566	204	946
10567	207	954
10568	207	960
10569	209	962
10570	208	961
10571	211	956
10572	213	959
10573	214	963
10574	215	972
10575	214	975
10576	212	974
10577	211	968
10578	211	965
10579	211	959
10580	215	984
10581	217	983
10582	216	985
10583	214	987
10584	214	994
10585	214	998
10586	216	1007
10587	214	996
10588	214	1010
10589	213	1009
10590	213	999
10591	211	1002
10592	213	1000
10593	214	1009
10594	216	1013
10595	216	1018
10596	217	1020
10597	217	1032
10598	218	1040
10599	218	1051
10600	217	1059
10601	217	1060
10602	218	1066
10603	220	1084
10604	219	1084
10605	217	1083
10606	219	1092
10607	218	1101
10608	225	1129
10609	230	1138
10610	230	1146
10611	234	1159
10612	235	1162
10613	234	1158
10614	233	1154
10615	233	1148
10616	234	1151
10617	243	1188
10618	245	1190
10619	243	1180
10620	242	1170
10621	241	1163
10622	238	1159
10623	236	1151
10624	237	1149
10625	242	1189
10626	241	1182
10627	242	1177
10628	241	1180
10629	240	1177
10630	240	1176
10631	235	1172
10632	234	1172
10633	234	1171
10634	235	1185
10635	236	1182
10636	236	1186
10637	236	1192
10638	233	1184
10639	233	1185
10640	234	1183
10641	233	1179
10642	232	1175
10643	230	1169
10644	230	1167
10645	231	1167
10646	228	1158
10647	227	1159
10648	226	1152
10649	226	1140
10650	224	1137
10651	223	1142
10652	224	1140
10653	224	1137
10654	222	1134
10655	220	1123
10656	220	1119
10657	218	1119
10658	219	1117
10659	221	1113
10660	220	1105
10661	217	1096
10662	216	1097
10663	216	1100
